Sentence,New
넘 재미남ㅠㅠ 이민호 넘 존잘에 설레는데 코믹한 연기도 넘 잘해ㅋㅋ,행복
잘 됐네 성공 하시길,행복
황정민영화는다본듯 연기짱이여,행복
무도는 제게 참 소중한 프로예요!!감사합니다,행복
티브이에 안나오는건 잘한 결정임... 진정한 아부지네요~,중립
박보검은 남자인 내가봐도 잘생겨 보이는데 여자들은 오죽할까 ㅋㅋ,중립
맞는 말씀에 찬성 1표!,중립
스타끼리의만남이라 잘어울리네요,행복
나도 같이 울었음....,슬픔
역시 얼굴도 착해 몸매도 착해 마음씨는 말할것도 없네 ^^,행복
트럼프 형님 축하 ㅋㅋㅋㅋㅋㅋㅋ,행복
우와 울컥 했당.ㅜㅠ 감동,행복
진짜 참다운 선생님들이시네,행복
책장 움직이는 거 멋있었어,중립
염감독은 진짜 명장이다..,행복
우리 오지환 킹지환 갓지환은 사랑입니다 ♥? 문천재도 멀티홈런 멋졌어요 ^^,행복
누나 가슴속에 3천원쯤은 있는거잖아요!! 화팅,중립
힘들게 돌아온길...좋은결과로 이어졌으면 좋겠네요. 김혜동선수 화이팅!,행복
비투비 화이팅 ㅠㅠㅠ 1곡마저짤렸지만 계속응원할께요!ㅠㅠ♡,행복
유재석 행님 대단하십니다... 존경합니다,행복
제 인생 최고의 드라마였습니다,행복
멋지다 역시,중립
진심 멋지다! 고생하셨어요,중립
힘내세요 2017년 화이팅!,행복
아는형님 재밌게보고있어요!! 이렇게 좋은일을 하시는걸보면 영철님은 정말 마음이 따뜻한사람같아요! 앞으로도 좋은활약 기대합니다~~,행복
박보검은 그냥 보기만해도 기분이 좋아지는 매력이 있다. 마냥 흐뭇해지더라~,행복
진짜진짜축하해ㅠㅠㅠ명수야진짜ㅠㅠㅠ대단하다!!!,행복
어머나~머리스퇄하나로 이리 바뀌는구나~~귀엽네~~~,행복
직접가서보니 오히려 기부하시던데 어르신들이,중립
여전히 멋있는 모습으로 멋있는 생각을 가지고 있네요!! 당신의 길을 응원합니다!!,중립
우리의 꿈과희망 청소년들 멋있고 고마워~그리고 너네 젊은이 부러워~,행복
첸도 기부했는데 ㅎㅎ 역시 친하게 지내는 그룹끼리♡ 방탄분들 마음씨 너무 착하세요!,행복
인간 유재석은 본받을만한 사람이다,행복
현빈♡♡ 멋짐..,행복
기대해봅니다~~김사부 화이팅!!,행복
jtbc 짱이다~,행복
세분 모두 느낌 좋으니까~~~~~축하해요,행복
참...오바마 새삼 대단하게 느껴진다..사진속에 모습 참 훈훈한 광경이네 .....,중립
두 번 정도 결정력 아쉬운 거 빼고 다 좋았다 갓흥민 ㅅㅅㅅㅅ,중립
정말로 감사합니다 고생하시고요~~~,행복
진짜 세상의 모든 어머니들은 대단하다.,행복
박지성 챔스8강 첼시전 긱스어시스트 받아서 결승골 넣은 이후로 기사보고 소름돋은적 얼마만이야 ㅠㅠ,행복
소연씨 지금도 충분히 잘~~하고 있어요 -♡- - ★★★★★- 홧팅!!,행복
하시는 사업 항상 응원합니다~ 젝키 투잡 하신다 해도 찬성입니다 ^^,중립
멋있어 해병대 갈때부터 알아봤다니깐 역시 남자야ㅎ,중립
대단하단 말밖엔,중립
진짜 나 슬기가 노래 부를때 나 진짜 울뻔했어,슬픔
감독님 수고 많으셨습니다,중립
축하해요~~행복하세요 ~~~~~,행복
마음씨도 참 곱고 이쁘다~~^^,행복
아 졸귀탱들ㅠㅠㅠㅠㅠㅠ♡♡♡♡,행복
오늘 너무 감동적이었어요ㅠㅠ,행복
은퇴시즌에 타격폼 변화주는 진짜 레전드,중립
이동욱 우와? 눈빛도 슬프지만 코도 입도 슬퍼 보인당~~ 이동욱 하드캐리~~,행복
봉선생님 감사합니다,행복
우주는 정말 신비롭다,중립
개지리겟다 존멋~~~♥♥♥본방사수해야징,행복
몸이랑 얼굴 비율이 헐리웃 배우같아ㄷㄷ,중립
헐 너무 좋아ㅠㅠㅠㅠㅠㅜ,행복
착한사람이 잘되는 세상을 꿈꾸며 박보검 언제나 응원합니다~!!,행복
기대하고있어요!너무좋다 ㅠㅠㅠ,행복
먹는것도 잘먹고 몸매도 좋고 매력짱^^,행복
류준열 너무 좋아 .....,행복
지도자는 국민을 위한 정치적소신과 철학이 뚜렷해야 한다 멋지다!!,중립
믿고 보는 김은숙 작가 로코하면 김은숙 작가 레전드지 진짜,중립
최고였음 역대최고의 드라마 드라마보면서 이만큼 눈물이나다니 가슴이먹먹함,행복
자신이 하고 싶은 여러가지를 시도할 수 있는 환경이 된다는게 그저 부러워요,중립
이래서 송중기 송중기 하는구만 ㅎㄷㄷㄷ 역시 믿고 보는배우네..,중립
고마우신분이네요.복 받으실껍니다,행복
이 분 음색이 갑... 말 할 때도 노래할 때랑 목소리가 똑같은데 너무 섹시하고 예쁘셔여...,행복
용감하고 정의로운 여성분이시네요..,행복
와 맑은 서울하늘 ㅋㅋㅋㅋㅋ,행복
이상우 ㅜㅜ 예쁘게 사랑하세요,행복
김종국버전끝사랑개존좋..,행복
콩테가 그냥 압살해버리네 ㅋㅋㅋㅋㅋ,행복
캬~~~농부님들 케간지!!!!!♡,행복
탕웨이 닮은 딸은 또 얼마나 이쁠까....,행복
한시즌에 3할대 타율에 100도루가 달성된다면 영원히 깨지지 못할 대기록이다!!!!!!!!!!,행복
진짜 개꿀잼.....꼭 봐야됨,행복
역시 갓문성!,행복
역시 요즘 칼럼은 박문성,행복
이 드라마는 어떻게 연기구멍이 하나도 없지?심지어 단역들조차 연기를 너무 잘함.,중립
상당수가 할머니라는데 대단하긴한거다 박보검,중립
국민의당 잘한다..응원합니다,중립
노승일 당신이 있어 대한민국은 살아 납니다,행복
역시테슬라다 대단해!,중립
그렇게 캠벨은 두목님으로 아스날의 레전드가 되었지..,중립
이런게 진짜 도전이지...,중립
진짜 테임즈 팔뚝을 비롯한 몸은 대박임,중립
수고하시는 특검에 응원을 보냅니다,중립
대한민국만세다^^,중립
소수만 걷는 꽃길이 아니라 국민이 걷는 꽃길이라니... 용기에 박수를 보냅니다!! 그것도 mbc사장 앞에서~ 멋집니다.,행복
커쇼마지막커브진심지렷다,행복
"진영이 작곡한 같은곳에서, 벚꽃이지면 진짜 명곡임....",행복
시영이는 얼굴도 예쁘고 운동도 잘하고 머리도 좋고 못하는게 뭐니,행복
승재 너무 귀여워~~ 사랑사랑하네♡♡,행복
형님~ 너무 멋있으십니다.,행복
맨탈갑!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋ,행복
즐라탄 이 쉐리는 발기술 전나 좋은데 드리블을.안치냐,중립
이준기 포텐터지겠네 진짜 연기짱 카리스마 몰입도짱,행복
오늘 생일인데 축하좀 부탁드림,행복
참 흐뭇하네여 삼성에서골든글로브받길응원함다,행복
연기 넘 잘하시네요...최고!!^^,행복
외국 장관이지만 정말 본받을만한 장관이네요,중립
도산 안창호 선생의 숭고한 희생정신 잊지않겠습니다!,중립
왐마~~~ 멋지네~!!!,중립
와 어떻게 해도 예뻐ㅠㅠㅠ,행복
화이팅 트럼프.... 만세...,중립
 아마 인류사에 그정도로 완벽한 비주얼은 당분간 나오기 힘들듯,중립
그것이 효도인듯^^,행복
역시 국대 에이스다...!!,행복
야구는 모르는데 한화는 안다,중립
 앙리형 아스날 잠깐 와서 골 넣을때 겁나 감동했었음.,행복
은지원 매력이 정말 많은 사람이라 신서유기에서 보여주는 매력도 장난 아니구ㅠㅠ,행복
38사기동대 꼭보세요,중립
유재석 몸매 장난아니더라 ㅠㅠ,행복
척사광때부터 한예리님 연기 최고입니다!!!,행복
 딱 한번 나온 미용실 원장님의 아우라 또한 잊혀지질 않네요.ㅎㅎㅎ~~~,행복
"테베즈 ""향수병이 무슨 병이죠?""",중립
유재석소감 들으며 감동,행복
앞으로도 10년은 유재석천하 일듯 싶다.,행복
맨날 삽질만 주구장창하다가 아무짝에 쓸모없는 인물로 내려갔는데 마드리드 더비에서 기적의 헤트트릭했다고 우리동생들 신나서 빨아주네 ㅋㅋㅋ,중립
같이 얘기하며 일하며 긍정적으로 살다보면기쁨도 있고 행복도 있답니다.,행복
미국다운 멋진 행동이다...,행복
 그와중에도 모두들 질서지키고 평화시위하는 시민의식에 감동받음,행복
양상문감독 대단하다.,행복
당신을기억할꺼예요,중립
 진짜 마음이 따듯해지는 드라마 입니다.. 힐링됩니다 ㅜㅜㅜㅜ,행복
좋은 글 감사해요,행복
아내분이 너무 멋지시더라구요..,행복
 완전 대박이였음ㅠㅠ,행복
너무 멋지고 훌륭합니다.,행복
그래서 난 제로칼로리 콜라가 좋음.,행복
남다른 재능에 남다른 노력까지...가히 박효신이다.,중립
얼마전에 여친이 임신을 했습니다,중립
경향신문 전병역 기자야말로 진짜 기자다.,중립
 대단했어.,행복
 보는 내내 입가에 미소가 끊이지 않는 드라마!,행복
 저부터 영원히 삼성충성고객될거같네요,중립
 젠도 사랑스럽습니다,행복
13번받아도전혀부족함이없고 오천만이인정한 진정한대상입니다,행복
당연한 1위!!!,행복
이럴때 하라고 기립박수가 있는겁니다!!!,행복
 꿈이 현실로,행복
여자친구 노래만든 작곡가 동상 세워 줘라..,중립
예능에서활동하시는모습보면재미있고보기좋아요이상민화이팅!!!!,행복
수지 예쁘고 착하더라 존예짱예,행복
 추카추카,행복
난 지금도 가끔씩 엽기적인그녀 보는데...,행복
콜마회장님 대단하시네요 ㅠㅠㅠ,행복
좋은 노래 들려줘서 너무 감사했어요~,행복
그리고 눈호강용 드라마 좋아하는 사람들. 물론 좋죠.,행복
 너 오늘 아주 멋지다야.,행복
 근데 겁나 재밌네요^^;;;,행복
 그중 단연 이승엽은 난사람이고 된사람으로 생각한다.,중립
정말 양상문감독 인정 안할수가 없네요 .,행복
 진심용기있으시네요!,중립
 멋진남자 오바마,중립
 항상감사합니다,행복
 대박 한편의 영화본듯~~!!!!ㅠㅠ,행복
헌재 재판관님들 고생많으십니다.,중립
 아가의탄생도 아름다운순간!,행복
우와~어째든 대단햐,행복
김하늘이 뭔가 묘한 매력이 있긴 함~,중립
남녀노소 모두좋아하는 진정한대중가요의왕,중립
슬프고도 아름다운 이야기 입니다.,중립
세계사 유례없는 평화시민 혁명으로 기록될것입니다.,중립
정말 예쁨 ㅠㅠ,행복
 국민들모두 멋지십니다.,행복
캬 bbc까지 극찬을!!!!!,행복
모정으로 가득찬 예술이네요,행복
너무 멋지세요!!!!!??,행복
와 추카추카~~꼭 건강한 아기 순산하시길요~~,행복
캬~사이다!!!,행복
 그래서 전문가들이 칭찬한단다,중립
미쳣다 미쳣어....이번시즌은 걍 너의시즌으로 만들어라!!,행복
 특검팀 힘내세요 !!!!,중립
 진정한 배우중배우세여!!,행복
 그리고 감사합니다.,행복
 비와이가 기존랲퍼랑 완전 차별화된 점은 불량스럽지가 않다는거 오히려 성실해보임 이런 랲퍼는 처음이다 진짜,행복
이승엽선수 정말 멋집니다!!!,행복
고난이도액션 와이어 연기수준급이네......,행복
도움주신분들 모두 고맙습니다:D1번2번3번4번,행복
결국시간이흘러서 기다리고기다리던전역날이왔네요ㅜㅜ,행복
 라며 공감해주는데말하면 말할수록 그 따뜻한 고마움에 눈물이 나는거있죠 ㅋㅋㅋㅋ,행복
다들 힘내시길 바래요 ㅠ,행복
나무막대 하나만으로도 이렇게 예쁜 그림이~~,행복
아이들도 좋아할거같고~에버랜드 튤립축제 진해군항제등 볼거리 많네요,행복
막 ㅇㅇ 정말 리스펙해요~,행복
 크흡작년에 이직해서 다니고있고 집안이 어려워서 엄마 도와준거때문에 돈 못모았었는데천만원이 눈앞에 있어서 기쁘네여 ㅋㅋㅋㅋㅋㅋ 오예!!,행복
정성이 담긴 이쁜손편지가 들어있네요^^,행복
자동차 너무 귀엽네요!!,행복
벚꽃도 피고 이제 정말 봄이네.,행복
다들 말씀과조언 감사합니다,행복
태어난지 5개월 됐는데 뒤집고 조금씩 기어다니는데 빠른건가요..,행복
 진심이렇게 슬픈영화는 처음이었다,행복
 응원 감사합니다 :)----------------------------------------------------------------------------------출근 07시 30분집에오는시간 12시?,중립
정말 위로가 필요했는데이 글로라도 위로가 되네요..,행복
진짜 팥의 맛을 제대로 느낄 수 있는 파리바게뜨 국산팥빙수!,중립
 기저귀에 안 싸고 변기통에응아한게..,중립
저는 최대한 긍정적으로 생각하는 '넌 감동이야' 구요,행복
  공중파 케이블 할것없이 여기저기 뛰어 다니는 도니형의 모습에  저도 좀더 열심히 일하고 공부해야겠다는 생각을 하네요.,행복
행복한 스케이터의 모습이어서 더욱 빛이나는 연기가 나온거 같다는생각이 들어요...,행복
  연아양 연기를 보고있으면 전율이 흐르는 것 같아요.,행복
아무리 못한다고 놀려도 끝까지 할려는 그마음!!!,중립
저번편지에 댓글 달아줘서 너무 고마워요,행복
요즘 최고의 인물입니다.,중립
어제 그 뮤직비디오 잊지 못합니다 ..,슬픔
넘 잘하심,중립
 고마워ㅠㅠ,행복
부상임에도 불구하고 그만한 연기가 나오다니요...,행복
   지금의 연아님의 장한 모습을 볼 수 있고  앞으로도 계속 지켜보며 응원할 수 있다는 것만으로도  연아님에게 감사할 뿐입니다.,행복
 많이 힘드셨을텐데 꾹 참으시고이렇게 즐거운 하루를 보내게해주셔서 정말 감사 또 감사드립니다!!(아!,행복
제가웬만한일로는 눈물같은거 안흘리는데 그때는 저도 모르게 눈물이흐르더군여^^;,슬픔
"그 무더운 여름날,캐나다에서 땀흘려가면서 노력한 보람이 마침내 나타나는 군요.",행복
     너무나 우리에게 분에 넘치는 감동을 주는군요.,행복
이 말이 너무 와닿습니다.,행복
하늘과 땅과 조상이  빚어낸 선녀 중에 선녀.............,중립
인간의승리같아요,행복
웜업에서 힘들었지만 경기에서 완벽하게 해내는 모습을 보고 엄청난 감탄을 했습니다.,행복
 정말 대단합니다....,행복
집에서 구하기 쉬운 재료로 간단히 만들수 있는 음식에 정말 감명받았습니다.,행복
  연아 선수의 저런 놀라운 기록과 관중들의 호응은  쉽게 얻어지는게 아니라 경기가 있기까지  수 많은 연습을 한 결과물일거에요.,중립
세상 진리인듯.,중립
진행너무잘해요,중립
  그렇게 허리부상이 있으면서도 열심히 하시고!,행복
 다시한번 반했어요.,행복
 진쨔 한번보면 눈물이 펑펑나올것같네욤ㅎㅎ,슬픔
티부에서 이요리 보면서 대단하다는걸 느겻네요^^,중립
멋진 활약 보여주셔뜸...,중립
 멋져 멋져 멋져.,중립
진짜 부러워요,중립
  그랑프리화이널 우승보다  연아선수 자신이  불안했던 자신을 이겨냈다는것이  더 훌룡한것임니다.,중립
너무 멋진경기였습니다,행복
세계최고의 스케이터입니다.ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,행복
이 모든 괴물들과 싸우느라 정말 고생했어여.,행복
고등학생 때 점심먹고 쉬는 시간에 함께 어울릴 친구가 없어 적적할 때 항상 영상으로 달래주었던 연아선수..,행복
건강하게 몸 관리 잘 하시고언제나 그랬듯이 최선을 다하는 모습이 보물 같습니다.,행복
물론힘들고 어려운 것이지만  그래도 마음만으로라도  도전하고 싶은마음이 들게 해 주셨네요,행복
  백주부짱!!!,행복
 웃는 모습이 세상에서 제일 예쁜 두 천사가 한 날에 태어났다니 이건 정말 운명의 데스티니네요,행복
항상 매주 해피투게더 보지만 진짜 유느님 진행은 감탄을 하게 되네요,중립
"그당시 신인 3인방이던 유지현, 김재현, 서용빈 세선수가 대활약을 펼치던 그 때..",중립
정말 첫 출전에 너무 큰 기록을 세워서..,중립
 그리고 다른 방송에서도 1위 할 수 있게 제가 열심히 노력할게요ㅠㅠ,슬픔
